timestamp,cam,cam_frame,class,confidence,count_this_frame
2026-05-20 23:50:52,cam-d,18,umbrella,0.363,1
2026-05-20 23:50:53,cam-b,37,car,0.804,3
2026-05-20 23:50:53,cam-b,37,umbrella,0.698,1
2026-05-20 23:50:53,cam-d,19,car,0.905,7
2026-05-20 23:50:53,cam-d,19,umbrella,0.545,1
2026-05-20 23:50:53,cam-c,19,truck,0.772,1
2026-05-20 23:50:53,cam-c,19,car,0.688,7
2026-05-20 23:50:53,cam-c,19,potted plant,0.280,1
2026-05-20 23:50:53,cam-a,37,car,0.492,3
2026-05-20 23:50:53,cam-e,19,car,0.578,3
2026-05-20 23:50:53,cam-e,19,bicycle,0.379,1
2026-05-20 23:50:53,cam-e,19,motorcycle,0.252,1
2026-05-20 23:50:53,cam-b,38,car,0.801,2
2026-05-20 23:50:53,cam-b,38,umbrella,0.674,1
2026-05-20 23:50:53,cam-c,20,car,0.694,7
2026-05-20 23:50:53,cam-c,20,truck,0.646,1
2026-05-20 23:50:53,cam-c,20,potted plant,0.340,1
2026-05-20 23:50:53,cam-e,20,bicycle,0.602,1
2026-05-20 23:50:53,cam-e,20,car,0.545,3
2026-05-20 23:50:53,cam-d,20,car,0.880,6
2026-05-20 23:50:53,cam-d,20,umbrella,0.453,1
2026-05-20 23:50:53,cam-a,38,car,0.506,2
2026-05-20 23:50:53,cam-d,21,car,0.862,4
2026-05-20 23:50:53,cam-d,21,umbrella,0.448,1
2026-05-20 23:50:53,cam-c,21,car,0.720,7
2026-05-20 23:50:53,cam-c,21,truck,0.651,1
2026-05-20 23:50:53,cam-c,21,potted plant,0.314,1
2026-05-20 23:50:53,cam-e,21,bicycle,0.591,1
2026-05-20 23:50:53,cam-e,21,car,0.543,3
2026-05-20 23:50:53,cam-a,39,car,0.520,3
2026-05-20 23:50:53,cam-b,39,car,0.806,1
2026-05-20 23:50:53,cam-b,39,umbrella,0.755,1
2026-05-20 23:50:53,cam-a,40,car,0.543,2
2026-05-20 23:50:53,cam-c,22,car,0.731,7
2026-05-20 23:50:53,cam-c,22,truck,0.562,1
2026-05-20 23:50:53,cam-c,22,bus,0.297,1
2026-05-20 23:50:53,cam-c,22,potted plant,0.294,1
2026-05-20 23:50:53,cam-e,22,bicycle,0.574,1
2026-05-20 23:50:53,cam-e,22,car,0.516,3
2026-05-20 23:50:53,cam-b,40,car,0.794,3
2026-05-20 23:50:53,cam-b,40,umbrella,0.704,1
2026-05-20 23:50:53,cam-d,22,car,0.881,5
2026-05-20 23:50:53,cam-d,22,umbrella,0.471,1
2026-05-20 23:50:54,cam-b,41,car,0.823,3
2026-05-20 23:50:54,cam-b,41,umbrella,0.714,1
2026-05-20 23:50:54,cam-c,23,car,0.725,7
2026-05-20 23:50:54,cam-c,23,truck,0.607,1
2026-05-20 23:50:54,cam-c,23,potted plant,0.296,1
2026-05-20 23:50:54,cam-c,23,person,0.284,1
2026-05-20 23:50:54,cam-d,23,car,0.890,6
2026-05-20 23:50:54,cam-d,23,umbrella,0.389,1
2026-05-20 23:50:54,cam-a,41,car,0.557,2
